1,2,3,4,5,6,7,8,9,10,11,12,class
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60658,2.00387,1.41773,4.25469,0.60002,2.01419,0.63771,0.53795,1.99919,2.00987,0.60133,2.01325,ทองดี น้อยใส
0.60527,2.00594,1.40686,4.33307,0.59964,2.01587,0.61652,0.5357,2.00369,2.01325,0.60096,2.01306,บุญมี ต้นทอง
0.60677,2.00556,1.40686,4.33326,0.60077,2.0185,0.61727,0.53608,2.00387,2.01344,0.60152,2.01437,บุญมี ต้นทอง
0.60489,2.00912,1.40667,4.33363,0.59983,2.01719,0.61464,0.53608,2.0065,2.01475,0.60096,2.01306,บุญมี ต้นทอง
0.60583,2.00856,1.40667,4.33794,0.60152,2.02056,0.61483,0.53608,2.00237,2.01362,0.60133,2.01119,บุญมี ต้นทอง
0.60414,2.00837,1.40667,4.33232,0.60039,2.02037,0.61408,0.53608,2.00444,2.01362,0.60133,2.01719,บุญมี ต้นทอง
0.60171,2.00837,1.40648,4.32951,0.59964,2.01906,0.61352,0.53645,2.00256,2.01456,0.60114,2.01681,บุญมี ต้นทอง
0.60621,2.00669,1.40648,4.33363,0.59983,2.01887,0.61333,0.53683,2.00519,2.014,0.60171,2.01381,บุญมี ต้นทอง
0.60658,2.00744,1.40648,4.33213,0.60021,2.01925,0.61483,0.53627,2.00706,2.01494,0.60133,2.01662,บุญมี ต้นทอง
0.60527,2.00575,1.40648,4.33288,0.60058,2.01719,0.61389,0.53627,2.01419,2.01325,0.60133,2.01606,บุญมี ต้นทอง
0.60414,2.00987,1.40648,4.33232,0.60077,2.01981,0.61333,0.53683,2.00894,2.01344,0.60058,2.01362,บุญมี ต้นทอง
0.60452,2.01287,1.40648,4.33382,0.59908,2.01831,0.61296,0.53664,2.00856,2.014,0.60152,2.01119,บุญมี ต้นทอง
0.60527,2.0095,1.40648,4.33701,0.60021,2.01794,0.61146,0.53702,2.00462,2.01456,0.60077,2.011,บุญมี ต้นทอง
0.60602,2.00762,1.40648,4.33438,0.60077,2.01944,0.61183,0.53683,2.00537,2.01362,0.60077,2.01644,บุญมี ต้นทอง
0.60527,2.011,1.40648,4.33626,0.60021,2.01981,0.61202,0.53758,2.00462,2.01512,0.60114,2.01494,บุญมี ต้นทอง
0.60452,2.00744,1.40648,4.33269,0.60002,2.01887,0.61164,0.53777,2.00462,2.01475,0.60077,2.01606,บุญมี ต้นทอง
0.60546,2.01156,1.40667,4.33326,0.59964,2.014,0.61164,0.53758,2.005,2.01494,0.60096,2.01306,บุญมี ต้นทอง
0.60227,2.00612,1.40667,4.33194,0.60002,2.01644,0.61183,0.53758,2.0065,2.01512,0.60171,2.01475,บุญมี ต้นทอง
0.60508,2.01025,1.40667,4.32782,0.60077,2.01662,0.61183,0.53795,2.01025,2.0155,0.60077,2.01156,บุญมี ต้นทอง
0.60471,2.01025,1.40686,4.33307,0.59983,2.01569,0.61164,0.53795,2.00762,2.01587,0.60058,2.01625,บุญมี ต้นทอง
0.60452,2.00856,1.40686,4.32876,0.60021,2.01475,0.61183,0.53777,2.00631,2.0155,0.60152,2.01344,บุญมี ต้นทอง
0.60227,2.01006,1.40686,4.33138,0.60133,2.01962,0.61164,0.53777,2.00519,2.01569,0.60114,2.01569,บุญมี ต้นทอง
0.60452,2.00837,1.40704,4.32632,0.60002,2.02,0.61164,0.53795,2.00575,2.01606,0.60133,2.01325,บุญมี ต้นทอง
0.60546,2.00725,1.40704,4.32782,0.59964,2.02075,0.61052,0.53795,2.00406,2.01531,0.60114,2.01269,บุญมี ต้นทอง
0.60339,2.00781,1.40723,4.33213,0.60039,2.0185,0.61089,0.53795,2.00462,2.01362,0.60096,2.01175,บุญมี ต้นทอง
0.60621,2.00912,1.40723,4.32763,0.60058,2.01381,0.61108,0.53795,2.00406,2.01344,0.60077,2.01381,บุญมี ต้นทอง
0.60433,2.00931,1.40742,4.33176,0.60039,2.01756,0.61277,0.53777,2.00331,2.01306,0.60114,2.017,บุญมี ต้นทอง
0.60508,2.00631,1.40761,4.33157,0.60058,2.00969,0.61446,0.53795,2.002,2.014,0.60058,2.01081,บุญมี ต้นทอง
0.60377,2.00744,1.40779,4.33082,0.60077,2.01062,0.61577,0.53795,2.005,2.01194,0.60133,2.01287,บุญมี ต้นทอง
0.60339,2.00744,1.40779,4.33157,0.59964,2.01419,0.62046,0.53795,2.00181,2.01231,0.60152,2.01662,บุญมี ต้นทอง
0.60433,2.00706,1.40798,4.32707,0.60058,2.01531,0.62252,0.53795,2.00275,2.01137,0.60189,2.0185,บุญมี ต้นทอง
0.60564,2.00556,1.40817,4.33119,0.60096,2.01512,0.62402,0.53795,1.99956,2.01175,0.60096,2.01269,บุญมี ต้นทอง
0.60583,2.00575,1.40817,4.33082,0.59964,2.01081,0.62627,0.53795,1.99937,2.01137,0.60133,2.01437,บุญมี ต้นทอง
0.60339,2.00631,1.40836,4.33101,0.59946,2.01475,0.62739,0.53795,1.99994,2.01175,0.60152,2.01194,บุญมี ต้นทอง
0.60339,2.00519,1.40836,4.32969,0.59983,2.01231,0.62702,0.53795,2.00144,2.01044,0.60246,2.01344,บุญมี ต้นทอง
0.60377,2.00537,1.40854,4.32744,0.60002,2.0125,0.62646,0.53795,2.002,2.01175,0.60114,2.01231,บุญมี ต้นทอง
0.60414,2.005,1.40873,4.33119,0.60021,2.01362,0.62571,0.53795,2.00144,2.01081,0.60189,2.0125,บุญมี ต้นทอง
0.60489,2.00519,1.40873,4.32538,0.59946,2.01456,0.62514,0.53795,1.996,2.00987,0.60189,2.01175,บุญมี ต้นทอง
0.60152,2.00294,1.40892,4.32669,0.60039,2.01494,0.62571,0.53795,2.00125,2.01044,0.60227,2.01156,บุญมี ต้นทอง
